source_file,source_batch,source_row,source_field_count,date_or_range,evidence_class,scope,item_or_person,source_or_repository,status,significance,next_action,source_id,source_type,date,title_or_description,author_or_signature,location_or_url,relevance_to_MS38_005,evidentiary_use,caution,author,local_file,relevance_to_004_005,date_or_stage,proposition,claim_strength,notes,locus,claim,evidence_status,use,title_or_item,locus_or_pages,url_or_archive,role_in_argument,source_overflow_1,source_overflow_2,title,exact_locus,relevance,relation_to_lovejoy,actor,url_or_location
research_notes/MS38_005_source_register_batch60_delta.csv,60,7,10,,,,,,,,,B60-06,primary review,1900-1901,,,,,,,Marcel Mauss,,,,,,Do not state Mauss's review judgment until recovered,,,bibliographic primary-verified/content pending,,,,,,,,"Review of Nathan Söderblom, La Vie future d'après le Mazdéisme",L'Année sociologique 5 pp235-241; stable 27881259,Direct publication-level Mauss processing of Söderblom comparative eschatology,Completes Marillier-Mauss-Söderblom review circuit,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,8,10,,,,,,,,,B60-07,institutional reference,2020s,,,,,,,EPHE,,,,,,Not proposition-level evidence for 005,,,verified institutional,,,,,,,,Léon Marillier prosopographic entry,publications and EPHE role,Confirms Marillier publications including Folklore et science des religions RHR43 166-183 and Mauss tribute,Bibliographic/institutional control,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,9,10,,,,,,,,,B60-08,archive manuscript,c1898-1900,,,,,,,Arthur O Lovejoy,,,,,,Inference of methodological influence remains probabilistic not explicit notebook statement,,,direct archive,,,,,,,,MS38_004_001_061_005,whole notebook; Marillier-linked inserts and exact-source clusters,Performs bibliographic gathering source criticism page-specific extraction classification and causal reclassification,Object situated within Marillier-derived method field,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,10,10,,,,,,,,,B60-09,research synthesis,2026,,,,,,,Research synthesis,,,,,,Avoid direct stemma/copying model,,,derived from above,,,,,,,,Batch60,Marillier-Mauss-Lovejoy-Söderblom,Shared critical operations divergent explanatory architectures; method debt can coexist with theory break,Reframes 1906 Marillier influence,,
research_notes/MS38_005_source_register_batch61_delta.csv,61,2,9,,,,,,,,,B61_EPHE_1898_99,primary institutional report,1898-1899,I. Religions des peuples non civilisés; retrospective report on conferences,,,,,,,,,,,,central institutional control for session-level reconstruction,,,direct primary,,,,,,,,,,names Lovejoy among active participants; Monday survivance conference; Tuesday human sacrifice/ritual anthropophagy conference; mechanism-specific programme,,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1898_num_12_8_19501
research_notes/MS38_005_source_register_batch61_delta.csv,61,3,9,,,,,,,,,B61_EPHE_PROGRAM_1898_99,primary preliminary programme,1897,Programme des conférences pour l'année 1898-1899,,,,,,,,,,,,use as evidence timetable changed; do not substitute preliminary programme for actual-year report,,,direct primary,,,,,,,,,,announced survivance Wednesday and sacrifice Friday; differs from retrospective Monday/Tuesday report,,EPHE,https://www.persee.fr/doc/ephe_0000-0002_1897_num_11_7_19495
research_notes/MS38_005_source_register_batch61_delta.csv,61,4,9,,,,,,,,,B61_005_MAY29,archival manuscript,1899-05-29,MS38 005 PDF p27 / MS p53 dated May 29,,,,,,,,,,,,strong inferred alignment with Marillier Monday survivance session,,,direct archival + calendar control,,,,,,,,,,future-life and moral/non-moral eschatology material; 29 May 1899 Monday,,LOVEJOY_AO,MS38_004_001_061_005.pdf p.27
research_notes/MS38_005_source_register_batch61_delta.csv,61,5,9,,,,,,,,,B61_005_JUN6,archival manuscript,1899-06-06,MS38 005 PDF p47 / MS p93 headed Sac. / June 6,,,,,,,,,,,,"fresh high-resolution visual check: heading is Sac., correcting earlier Soc. transcription",,,direct archival + calendar control,,,,,,,,,,opens African/sacrifice sequence; 6 June 1899 Tuesday,,LOVEJOY_AO,MS38_004_001_061_005.pdf p.47
research_notes/MS38_005_source_register_batch61_delta.csv,61,6,9,,,,,,,,,B61_005_JUN12,archival manuscript,1899-06-12,MS38 005 PDF p29 / MS p55 inserted slip headed Marillier — Survivance — 12 June,,,,,,,,,,,,strongest session marker in 005 so far,,,direct archival,,,,,,,,,,explicit Marillier + survivance + date; 12 June 1899 Monday,,LOVEJOY_AO,MS38_004_001_061_005.pdf p.29
research_notes/MS38_005_source_register_batch61_delta.csv,61,7,9,,,,,,,,,B61_MAUSS_METHOD,primary text in electronic reproduction of RHR 45 pp42-54,1902,"Métier d'ethnographe, méthode sociologique / methodological section of opening lesson",,,,,,,,,,,,facsimile control still desirable; original RHR 45 pp42-54,,,primary text via later electronic reproduction,,,,,,,,,,Mauss explicitly attributes critique des faits to Marillier's example; exhaustive bibliography; collective critical work; close document analysis; seminar work,,MAUSS_M,https://classiques.uqam.ca/classiques/mauss_marcel/oeuvres_3/oeuvres_3_09/metier_ethnographe.html
research_notes/MS38_005_source_register_batch61_delta.csv,61,8,9,,,,,,,,,B61_EPHE_MAUSS_1901_02,primary institutional report,1901-1902,I. Religions des peuples non civilisés; retrospective report,,,,,,,,,,,,independent institutional confirmation of methodological tradition,,,direct primary,,,,,,,,,,critical study of Melanesian magic documents; says he maintained traditions implanted by Marillier; scientific seminar work and ethnographic bibliography,,MAUSS_M,https://www.persee.fr/doc/ephe_0000-0002_1901_num_15_11_19570
research_notes/MS38_005_source_register_batch61_delta.csv,61,9,9,,,,,,,,,B61_MARILLIER_1897_98,primary institutional report,1897-1898,I. Religions des peuples non civilisés; retrospective report,,,,,,,,,,,,shows mechanism-discrimination programme predates Lovejoy year,,,direct primary,,,,,,,,,,pre-Lovejoy continuity: distinguishes union rites from magical purification/preservation and fecundative rites; funerary/expiatory/anthropophagic/magical sacrifice,,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1897_num_11_7_19478
research_notes/MS38_005_source_register_batch61_delta.csv,61,10,9,,,,,,,,,B61_MARILLIER_1899_1900,primary institutional report,1899-1900,I. Religions des peuples non civilisés; retrospective report,,,,,,,,,,,,shows continuing research programme,,,direct primary,,,,,,,,,,"post-Lovejoy continuity: agrarian sacrifice, magical/fecundative power of blood, expiatory rites, critical Frazer study; amoral eschatology",,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1899_num_13_9_19524
research_notes/MS38_005_source_register_batch61_delta.csv,61,11,9,,,,,,,,,B61_MARILLIER_FOLKLORE,primary publication; facsimile pending,1901,Le folklore et la science des religions,,,,,,,,,,,,fallback congress printing at https://archive.org/details/actesdupremierc00parigoog printed pp182-199,,,manual retrieval pending,,,,,,,,,,potential direct Marillier methodological statement; RHR 43 pp166-183,,MARILLIER_L,https://ia300224.us.archive.org/2/items/revuedelhistoir08alphgoog/revuedelhistoir08alphgoog.pdf
research_notes/MS38_005_source_register_batch61_delta.csv,61,12,9,,,,,,,,,B61_MAUSS_RHR_FACSIMILE,primary publication; facsimile pending,1902,L'Enseignement de l'histoire des religions des peuples non-civilisés à l'École des Hautes Études,,,,,,,,,,,,target original RHR 45 pp42-54; article pp36-55,,,manual retrieval pending,,,,,,,,,,facsimile control for critique des faits / bibliography / document seminar section,,MAUSS_M,https://ia351426.us.archive.org/0/items/revuedelhistoir17alphgoog/revuedelhistoir17alphgoog.pdf
research_notes/MS38_005_source_register_batch62_delta.csv,62,2,9,,,,,,,,,B62_005_JUN19,archival manuscript,1899-06-19,MS38 005 PDF p36 / MS p57 inserted sheet headed Marillier June 19. Surviv. 5.,,,,,,,,,,,,"fresh visual correction: June19, not canonical OCR June18; final 5. uninterpreted",,,direct archival + calendar control,,,,,,,,,,explicit Marillier + survivance + date; Monday; one week after June12 survivance sheet,,LOVEJOY_AO,MS38_004_001_061_005.pdf p.36
research_notes/MS38_005_source_register_batch62_delta.csv,62,3,9,,,,,,,,,B62_005_JUN20,archival manuscript,1899-06-20,MS38 005 PDF p96 / MS p187 inserted sheet headed Marillier — [uncertain] — June 20,,,,,,,,,,,,middle heading abbreviation unresolved; strong session inference but topical match less exact than June6,,,direct archival + calendar control,,,,,,,,,,explicit Marillier + date; Tuesday; African hierarchy/political-organization material immediately preceding sacrifice-development sequence,,LOVEJOY_AO,MS38_004_001_061_005.pdf p.96
research_notes/MS38_005_source_register_batch62_delta.csv,62,4,9,,,,,,,,,B62_MARILLIER_1888_89,primary institutional report,1888-1889,XI. Cours libre: phénomènes religieux et leur base psychologique,,,,,,,,,,,,strongest pre-Lovejoy primary evidence for documentary-method genealogy,,,direct primary,,,,,,,,,,"direct description of Marillier teaching source criticism: comparative evidentiary value; travellers, missionaries, official enquiries; rules of criticism; reasoned bibliography",,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1888_num_4_1_19334
research_notes/MS38_005_source_register_batch62_delta.csv,62,5,9,,,,,,,,,B62_MARILLIER_1892_93,primary institutional report,1892-1893,I. Religions des peuples non civilisés,,,,,,,,,,,,continuity of critical and historical-layer method,,,direct primary,,,,,,,,,,critical review of totemic theories; institutions/rites/legends can survive beliefs that generated them,,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1892_num_6_2_19363
research_notes/MS38_005_source_register_batch62_delta.csv,62,6,9,,,,,,,,,B62_MARILLIER_1893_94,primary institutional report,1893-1894,I. Religions des peuples non civilisés,,,,,,,,,,,,continuity before Lovejoy,,,direct primary,,,,,,,,,,explicit critical study of Melanesian heroic/divine legends; comparison across versions and analogous traditions,,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1893_num_7_3_19386
research_notes/MS38_005_source_register_batch62_delta.csv,62,7,9,,,,,,,,,B62_MARILLIER_1894_95,primary institutional report,1894-1895,I. Religions des peuples non civilisés,,,,,,,,,,,,maps closely to Lovejoy's missionary-contamination cautions in 005,,,direct primary,,,,,,,,,,critical examination of flood myths; missionary/biblical influence treated as source/history problem,,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1894_num_8_4_19409
research_notes/MS38_005_source_register_batch62_delta.csv,62,8,9,,,,,,,,,B62_MARILLIER_1896_97,primary institutional report,1896-1897,I. Religions des peuples non civilisés,,,,,,,,,,,,pre-Lovejoy mechanism discrimination,,,direct primary,,,,,,,,,,marriage union rites carefully distinguished from magical purification/preservation rites,,MARILLIER_L,https://www.persee.fr/doc/ephe_0000-0002_1896_num_10_6_19455
research_notes/MS38_005_source_register_batch62_delta.csv,62,9,9,,,,,,,,,B62_MAUSS_1903,primary institutional publication,1903,L'origine des pouvoirs magiques dans les sociétés australiennes: étude analytique et critique de documents ethnographiques,,,,,,,,,,,,concrete post-Marillier continuation of bibliography -> testimony criticism -> fact reconstruction -> inference,,,direct primary,,,,,,,,,,published specimen of critical work regularly conducted in conference; separates author-testimony value from sociological import; near-exhaustive printed-document survey,,MAUSS_M,https://www.persee.fr/doc/ephe_0000-0002_1903_num_17_13_19612
research_notes/MS38_005_source_register_batch68_delta.csv,68,2,8,c.1898-1899,archive_method,005,Keating Dakota future-life report and missionary-contact control,MS38_004_001_061_005 PDF p16 / MS p31; Keating Narrative vol I pp393-394,confirmed_archive_and_primary,"Lovejoy uses Keating's own low-missionary-contact reliability cue, then decomposes the reported Dakota complex into potentially borrowed/later versus more primitive elements; printed p393 exactly matches the notebook problem",Use as primary case for source qualification plus mechanism/moral redivision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch68_delta.csv,68,3,8,c.1898-1899,archive_method,005,missionary contamination and unproved contact hypothesis,MS38_004_001_061_005 PDF p19 / MS p37,confirmed_archive_proper_name_partly_unresolved,Lovejoy calls testimony profoundly suspect because of extensive/long missionary influence and refuses to let a merely possible pre-Columbian transmission route carry historical weight,Resolve exact 1819 referent; test Jarvis as control without assuming identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch68_delta.csv,68,4,8,c.1898-1899,archive_method,005,explicit authority weighting,MS38_004_001_061_005 PDF p26; Marshall/Breeks Toda-Nilgiri source cluster,strong_identity_cluster_exact_syntax_pending,Lovejoy explicitly downgrades poor/weak authorities while continuing comparative use; bibliography functions as weighted rather than flat evidence set,Re-collate exact Poor authority/authorities wording and source attachment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch68_delta.csv,68,5,8,1824,primary_source_control,005,William H Keating Narrative vol I pp111-112 and 393-394,Internet Archive/BHL searchable scan,confirmed_primary,Keating himself warns about missionary contamination and difficulty recovering original doctrine while still making strong inferences about pre-contact future reward/punishment; source criticism does not itself guarantee inferential restraint,Compare Keating's warrants proposition-by-proposition with Lovejoy pp16-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch68_delta.csv,68,6,8,1839,primary_bibliographic_control,005,Charles Augustus Murray Travels in North America vol I,Canadiana / Library of Congress digital records,confirmed_bibliography,Travel narrative securely matches Lovejoy's Murray/Pawnee citation context on PDF p19,Resolve Lovejoy's exact Murray page number and collate passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch68_delta.csv,68,7,8,1888-1889,institutional_method_control,005,Léon Marillier testimony and document-class criticism,EPHE report 1888-89 pp238-239; Batch63 collation,confirmed_primary_control,"Marillier explicitly compares testimony types, distinguishes travellers missionaries official inquiries and other document classes, and applies source-specific critical rules; close institutional control but not priority invention",Compare how Marillier handles already source-critical ethnographic literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch68_delta.csv,68,8,8,c.1898-1899,interpretive_model,005,Question-relative evidentiary license,Batch68 corrected synthesis; PDF pp16-19 26 106-119,strong_revised,005 qualifies both witnesses and the propositions they are asked to prove: a datum may be admissible descriptively but weak for mechanism genealogy origin or developmental sequence,Build four-level matrix witness→classification→mechanism→genealogy/development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,2,8,1824,primary_source_control,005,Keating Dakota future-life locus,Keating Narrative vol I pp393-394; MS38_004_001_061_005 PDF p16-18,confirmed_exact_match,Direct printed passage supplies Lovejoy's little-missionary-intercourse plus Christian-intrusion problem and the chastity/infanticide/suicide distinctions; earlier p343 reading corrected to p393,Use proposition-by-proposition against Lovejoy's moral/social reclassification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,3,8,1824,primary_source_control,005,Keating Potawatomi contamination warning,Keating Narrative vol I pp111-112,confirmed_primary,Keating says correct information is difficult after missionary/white contact yet still infers pre-contact future reward/punishment; proves source criticism can coexist with strong general inference,Use as non-Paris priority control for evidentiary-license argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,4,8,1819-1820,primary_period_control,005,Samuel Farmar Jarvis Discourse on Indian religion,New-York Historical Society discourse delivered 20 Dec 1819; LOC 1820 scan,confirmed_primary_exact_005_referent_pending,Jarvis attacks observer bias and preconceived theories but still claims universal retributive immortality; early American example that source criticism does not constrain universal inference by itself,Test whether p19 1819 refers directly to Jarvis; HOLD until manuscript chain resolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,5,8,1868-1896,primary_period_control,005,Daniel G Brinton authority weighting,The Myths of the New World editions 1868 1876 1896,confirmed_primary_direct_reading_by_Lovejoy_unproved,Brinton says the field depends on careful selection of authorities and assigns relative weight; criticizes Jarvis's primitive-truth framework; source weighting already explicit in American comparative scholarship,Keep as field-level control; do not infer Lovejoy read this passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,6,8,1891,archive_bibliography,005,Daniel G Brinton The American Race,MS38_004_001_061_005 PDF p46 / MS p71 bibliographic slip,confirmed_archive,"Brinton is physically present in 005 source ecology, making Brintonian source-weighting method contextually relevant though not a direct transmission proof",Check whether other 005 pages cite Myths of the New World or Brinton future-life chapters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,7,8,1873,archive_source_cluster,005,Marshall and Breeks Toda-Nilgiri authorities,MS38_004_001_061_005 PDF p26; Marshall A Phrenologist amongst the Todas; Breeks Account Primitive Tribes and Monuments of the Nilgiris,strong_exact_syntax_pending,High-resolution reread resolves the poor-authorities note to the Toda/Nilgiri source cluster; Lovejoy retains data while explicitly reducing authority weight,Diplomatically transcribe p26 phrase and exact title/page notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,8,8,1873,contemporary_reception_control,005,E B Tylor review of Marshall,Nature 9 (11 Dec 1873) 99-101,confirmed_primary_review,Tylor separates Marshall's ethnological advances from theoretical material unlikely to be accepted; contemporary model of selective evidentiary use of a theoretically weak source,Use as reception control only; no Lovejoy-reading claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,9,8,c.1898-1899,archive_method,005,Notebook-wide question-relative warrant,MS38_004_001_061_005 PDF pp106-119,confirmed_archive,Ceremoniality does not prove sacramental motive; uncertain testimony cannot carry evolutionary theory; substitution has few secure cases; similar injuries can have different histories; exact motive may remain unrecoverable,Code cases at witness/classification/mechanism/genealogy levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch69_delta.csv,69,10,8,c.1898-1899,interpretive_model,005,Weighted comparison four-level matrix,Batch69 synthesis; Batches66-69,strong_revised,A datum may be admissible as witness and comparative class while weak for mechanism and insufficient for genealogy/development; this better captures Lovejoy's distinctive operation than generic source criticism,Build notebook-wide matrix and compare with N W Thomas unequal-value-as-evidence formulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch70_delta.csv,70,2,8,c.1898-1899,archive_method,005,Future-life evidence partition,MS38_004_001_061_005 PDF pp16-28,confirmed_archive,Lovejoy separates report admissibility from moral classification: differentiated afterlife space can be real while its determinant remains ritual social bodily or borrowed rather than ethical,Compare same four levels with 004 semantic/dependence cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch70_delta.csv,70,3,8,c.1898-1899,archive_method,005,Sacrifice syncretism and funerary killing,MS38_004_001_061_005 PDF pp61-76 and p118,confirmed_archive,Cases remain comparable as sacrifice/mortuary killing while provision communication status propitiation and communion are separated; synchronic class is compatible with diachronic plurality,Search Marillier for usable comparison but insufficient genealogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch70_delta.csv,70,4,8,c.1898-1899,archive_method,005,Blood and body-part low diagnosticity,MS38_004_001_061_005 PDF pp82-90,confirmed_archive,Same substances operate through incorporation protection transferable efficacy fetish and charm; material recurrence alone carries low mechanism/origin warrant,Use as central example of form/material diagnosticity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch70_delta.csv,70,5,8,c.1898-1899,archive_method,005,Agrarian chronology countertest,MS38_004_001_061_005 PDF pp91-105,confirmed_archive,Lovejoy tests developmental chains against independent chronology and circularity; agriculture-before-domestication counterevidence blocks typological order from becoming historical order,Collate exact authorities for Africa agriculture/domestication if needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch70_delta.csv,70,6,8,c.1898-1899,archive_method,005,Cannibalism and initiation negative-case laboratory,MS38_004_001_061_005 PDF pp106-119,confirmed_archive,Ceremoniality does not prove sacrament; bodily injury can retain analogy while sacrificial mechanism/origin fails; exact historical motive can remain unrecoverable,Use to formalize evidence thresholds in article section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch70_delta.csv,70,7,8,c.1898-1899,interpretive_model,005,Four-level evidence partition,Batch70 matrix: witness -> class -> mechanism -> genealogy/development,strong_notebook_wide,Across major domains Lovejoy repeatedly preserves lower-level comparison while withdrawing higher-level inference; comparison is cheaper than mechanism and genealogy carries the highest burden,Build parallel 004 matrix and test operator migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,2,8,1897,method_control,005,Marillier bounded totemic genealogy,RHR 36 p247; later published exact quotation; JSTOR vol36 object,strong_primary_attribution_facsimile_pending,Marillier permits local survival evidence to support a former-totem history while denying that totemism is a necessary universal developmental stage; direct period analogue of question-relative evidentiary license,Collate direct RHR facsimile p247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,3,8,1897,method_control,005,Marillier shared substrate divergent institutions,RHR 36 p250; quoted in modern scholarly history,strong_secondary_control_facsimile_pending,Common animistic-magical premises can develop in divergent directions and do not by themselves establish genuine institutional/genealogical relation,Collate direct RHR facsimile p250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,4,8,1898,method_control,005,Marillier sacred animal versus former totem,RHR 37 pp230-231 as cited by Hubert-Mauss 1899,contemporary_attribution_direct_text_pending,Present sacred-animal classification does not logically entail former totemic status; clean L2 versus L4 distinction,Retrieve direct RHR37 pp230-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,5,8,1899,Paris_method_control,005,Hubert-Mauss genealogy from analogy critique,L'Année sociologique 2 (1899) pp29-138; methodological introduction controlled through 1909 reprint,confirmed_primary_text_reprint,Explicitly identifies genealogical grouping of facts from perceived analogies as methodological error; apparent simplicity does not establish priority and same form can have contrary meanings,Use as contemporary Paris-school triangulation without Lovejoy reading claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,6,8,1899,Paris_method_control,005,Hubert-Mauss logical versus historical anteriority,L'Année sociologique 2 (1899); methodological introduction,confirmed_primary_text_reprint,They decline historical genesis where documents cannot carry it and distinguish analytical/logical anteriority from historical priority; close control for 005 p103 chronology veto,Narrow publication window relative to Lovejoy Paris residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,7,8,1909,later_method_control,005,Hubert-Mauss explicit compatibility-to-genealogy proof ladder,Introduction à l'analyse de quelques phénomènes religieux / Mélanges,confirmed_later_retrospective,A case can prove compatibility without primitiveness; antiquity essentiality exclusion of independent system and ritual continuity are separately required before origin inference,Use only as later formalization not direct Paris influence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,8,8,c.1898-1899,archive_method,005,Lovejoy chronology veto and formal underdetermination,MS38_004_001_061_005 PDF pp65 103 107; direct visual recheck,confirmed_archive,005 preserves comparison while requiring separate warrants for mechanism and historical order; p103 attacks typological chronology as vicious circle and p107 refuses ceremoniality as sufficient religious diagnosis,Build parallel 004 proof-threshold matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch72_delta.csv,72,9,8,c.1898-1899,interpretive_model,005,Calibrated proof / inferential license,Batch72 synthesis grounded in Batch70 matrix,strong_revised,Best current description is not generic source criticism or pluralism but a rising burden of proof from comparison to mechanism to genealogy; Paris controls show the same inference problem explicitly,Test operator migration in 004 and direct 1906 endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
